Time,II
0.19776268477826606,-0.953
0.1997602876548142,-0.95
0.20175789053136234,-0.944
0.2037554934079105,-0.939
0.20575309628445862,-0.934
0.20775069916100677,-0.93
0.2097483020375549,-0.926
0.21174590491410306,-0.923
0.2137435077906512,-0.918
0.21574111066719934,-0.912
0.2177387135437475,-0.91
0.21973631642029562,-0.908
0.22173391929684377,-0.907
0.2237315221733919,-0.901
0.22572912504994005,-0.893
0.22772672792648818,-0.888
0.22972433080303634,-0.884
0.23172193367958446,-0.882
0.23371953655613262,-0.877
0.23571713943268077,-0.875
0.2377147423092289,-0.871
0.23971234518577705,-0.867
0.24170994806232518,-0.869
0.24370755093887334,-0.867
0.24570515381542146,-0.866
0.24770275669196962,-0.865
0.24970035956851774,-0.86
0.25169796244506587,-0.854
0.253695565321614,-0.846
0.2556931681981622,-0.847
0.25769077107471033,-0.849
0.2596883739512585,-0.84
0.2616859768278066,-0.842
0.26368357970435474,-0.841
0.2656811825809029,-0.832
0.26767878545745105,-0.832
0.26967638833399915,-0.829
0.2716739912105473,-0.823
0.27367159408709546,-0.817
0.2756691969636436,-0.817
0.27766679984019177,-0.815
0.27966440271673987,-0.81
0.281662005593288,-0.807
0.2836596084698362,-0.807
0.28565721134638433,-0.806
0.28765481422293243,-0.804
0.2896524170994806,-0.808
0.29165001997602874,-0.808
0.2936476228525769,-0.81
0.295645225729125,-0.811
0.29764282860567315,-0.815
0.2996404314822213,-0.82
0.30163803435876946,-0.821
0.3036356372353176,-0.826
0.3056332401118657,-0.83
0.30763084298841387,-0.835
0.309628445864962,-0.842
0.3116260487415102,-0.847
0.3136236516180583,-0.851
0.31562125449460643,-0.857
0.3176188573711546,-0.861
0.31961646024770274,-0.865
0.3216140631242509,-0.87
0.323611666000799,-0.879
0.32560926887734715,-0.894
0.3276068717538953,-0.902
0.32960447463044346,-0.906
0.33160207750699155,-0.91
0.3335996803835397,-0.918
0.33559728326008786,-0.927
0.337594886136636,-0.932
0.3395924890131841,-0.943
0.3415900918897323,-0.952
0.3435876947662804,-0.954
0.3455852976428286,-0.959
0.34758290051937674,-0.962
0.34958050339592484,-0.965
0.351578106272473,-0.969
0.35357570914902114,-0.977
0.3555733120255693,-0.987
0.3575709149021174,-0.992
0.35956851777866555,-1.0
0.3615661206552137,-1.004
0.36356372353176186,-1.007
0.36556132640831,-1.014
0.3675589292848581,-1.016
0.36955653216140627,-1.02
0.3715541350379544,-1.029
0.3735517379145026,-1.032
0.3755493407910507,-1.038
0.37754694366759883,-1.041
0.379544546544147,-1.04
0.38154214942069514,-1.048
0.38353975229724324,-1.053
0.3855373551737914,-1.054
0.38753495805033955,-1.056
0.3895325609268877,-1.06
0.39153016380343586,-1.063
0.39352776667998396,-1.065
0.3955253695565321,-1.068
0.39752297243308027,-1.073
0.3995205753096284,-1.075
0.4015181781861765,-1.079
0.4035157810627247,-1.083
0.40551338393927283,-1.085
0.407510986815821,-1.089
0.40950858969236914,-1.087
0.41150619256891724,-1.087
0.4135037954454654,-1.087
0.41550139832201355,-1.089
0.4174990011985617,-1.093
0.4194966040751098,-1.097
0.42149420695165796,-1.104
0.4234918098282061,-1.106
0.42548941270475427,-1.103
0.4274870155813024,-1.107
0.4294846184578505,-1.108
0.4314822213343987,-1.103
0.43347982421094683,-1.105
0.435477427087495,-1.105
0.4374750299640431,-1.105
0.43947263284059124,-1.107
0.4414702357171394,-1.111
0.44346783859368755,-1.113
0.44546544147023565,-1.114
0.4474630443467838,-1.117
0.44946064722333195,-1.115
0.4514582500998801,-1.111
0.45345585297642826,-1.114
0.45545345585297636,-1.119
0.4574510587295245,-1.116
0.4594486616060727,-1.113
0.4614462644826208,-1.113
0.4634438673591689,-1.115
0.4654414702357171,-1.117
0.46743907311226524,-1.119
0.4694366759888134,-1.123
0.47143427886536154,-1.122
0.47343188174190964,-1.121
0.4754294846184578,-1.121
0.47742708749500595,-1.116
0.4794246903715541,-1.111
0.4814222932481022,-1.111
0.48341989612465036,-1.116
0.4854174990011985,-1.12
0.48741510187774667,-1.121
0.48941270475429477,-1.121
0.4914103076308429,-1.119
0.4934079105073911,-1.119
0.49540551338393923,-1.124
0.4974031162604874,-1.127
0.4994007191370355,-1.124
0.5013983220135837,-1.126
0.5033959248901317,-1.125
0.5053935277666799,-1.124
0.507391130643228,-1.127
0.5093887335197762,-1.127
0.5113863363963244,-1.127
0.5133839392728725,-1.128
0.5153815421494207,-1.127
0.5173791450259688,-1.121
0.519376747902517,-1.121
0.521374350779065,-1.121
0.5233719536556132,-1.123
0.5253695565321613,-1.127
0.5273671594087095,-1.129
0.5293647622852576,-1.128
0.5313623651618058,-1.127
0.533359968038354,-1.129
0.5353575709149021,-1.129
0.5373551737914503,-1.127
0.5393527766679983,-1.132
0.5413503795445465,-1.135
0.5433479824210946,-1.133
0.5453455852976428,-1.133
0.5473431881741909,-1.133
0.5493407910507391,-1.131
0.5513383939272872,-1.128
0.5533359968038354,-1.13
0.5553335996803835,-1.129
0.5573312025569316,-1.125
0.5593288054334797,-1.128
0.5613264083100279,-1.128
0.563324011186576,-1.125
0.5653216140631242,-1.125
0.5673192169396724,-1.129
0.5693168198162205,-1.127
0.5713144226927687,-1.126
0.5733120255693167,-1.125
0.5753096284458649,-1.127
0.577307231322413,-1.133
0.5793048341989612,-1.129
0.5813024370755093,-1.128
0.5833000399520575,-1.127
0.5852976428286056,-1.125
0.5872952457051538,-1.125
0.589292848581702,-1.127
0.59129045145825,-1.129
0.5932880543347981,-1.125
0.5952856572113463,-1.119
0.5972832600878945,-1.115
0.5992808629644426,-1.114
0.6012784658409908,-1.119
0.6032760687175389,-1.121
0.6052736715940871,-1.124
0.6072712744706352,-1.126
0.6092688773471833,-1.125
0.6112664802237314,-1.125
0.6132640831002796,-1.125
0.6152616859768277,-1.127
0.6172592888533759,-1.129
0.619256891729924,-1.129
0.6212544946064722,-1.129
0.6232520974830204,-1.128
0.6252497003595685,-1.13
0.6272473032361165,-1.131
0.6292449061126647,-1.129
0.6312425089892129,-1.13
0.633240111865761,-1.128
0.6352377147423092,-1.131
0.6372353176188573,-1.137
0.6392329204954055,-1.138
0.6412305233719536,-1.138
0.6432281262485018,-1.141
0.6452257291250498,-1.142
0.647223332001598,-1.137
0.6492209348781461,-1.135
0.6512185377546943,-1.135
0.6532161406312424,-1.133
0.6552137435077906,-1.134
0.6572113463843388,-1.135
0.6592089492608869,-1.14
0.6612065521374351,-1.141
0.6632041550139831,-1.138
0.6652017578905313,-1.138
0.6671993607670794,-1.136
0.6691969636436276,-1.136
0.6711945665201757,-1.141
0.6731921693967239,-1.142
0.675189772273272,-1.141
0.6771873751498202,-1.138
0.6791849780263682,-1.135
0.6811825809029164,-1.137
0.6831801837794645,-1.139
0.6851777866560127,-1.141
0.6871753895325609,-1.147
0.689172992409109,-1.148
0.6911705952856572,-1.147
0.6931681981622053,-1.147
0.6951658010387535,-1.15
0.6971634039153015,-1.151
0.6991610067918497,-1.149
0.7011586096683978,-1.15
0.703156212544946,-1.149
0.7051538154214941,-1.149
0.7071514182980423,-1.151
0.7091490211745904,-1.154
0.7111466240511386,-1.154
0.7131442269276868,-1.153
0.7151418298042348,-1.153
0.717139432680783,-1.149
0.7191370355573311,-1.149
0.7211346384338793,-1.147
0.7231322413104274,-1.147
0.7251298441869756,-1.149
0.7271274470635237,-1.145
0.7291250499400719,-1.149
0.73112265281662,-1.146
0.7331202556931681,-1.141
0.7351178585697162,-1.145
0.7371154614462644,-1.149
0.7391130643228125,-1.151
0.7411106671993607,-1.151
0.7431082700759088,-1.149
0.745105872952457,-1.146
0.7471034758290052,-1.144
0.7491010787055533,-1.147
0.7510986815821014,-1.149
0.7530962844586495,-1.15
0.7550938873351977,-1.15
0.7570914902117458,-1.147
0.759089093088294,-1.149
0.7610866959648421,-1.147
0.7630842988413903,-1.145
0.7650819017179384,-1.15
0.7670795045944865,-1.147
0.7690771074710346,-1.147
0.7710747103475828,-1.147
0.773072313224131,-1.145
0.7750699161006791,-1.151
0.7770675189772273,-1.155
0.7790651218537754,-1.156
0.7810627247303236,-1.159
0.7830603276068717,-1.157
0.7850579304834198,-1.157
0.7870555333599679,-1.16
0.7890531362365161,-1.158
0.7910507391130642,-1.155
0.7930483419896124,-1.155
0.7950459448661605,-1.163
0.7970435477427087,-1.167
0.7990411506192568,-1.167
0.801038753495805,-1.171
0.803036356372353,-1.167
0.8050339592489012,-1.167
0.8070315621254494,-1.171
0.8090291650019975,-1.168
0.8110267678785457,-1.167
0.8130243707550938,-1.165
0.815021973631642,-1.166
0.8170195765081901,-1.167
0.8190171793847383,-1.165
0.8210147822612863,-1.166
0.8230123851378345,-1.171
0.8250099880143826,-1.173
0.8270075908909308,-1.174
0.8290051937674789,-1.173
0.8310027966440271,-1.173
0.8330003995205753,-1.174
0.8349980023971234,-1.173
0.8369956052736716,-1.172
0.8389932081502196,-1.171
0.8409908110267678,-1.169
0.8429884139033159,-1.171
0.8449860167798641,-1.172
0.8469836196564122,-1.169
0.8489812225329604,-1.167
0.8509788254095085,-1.165
0.8529764282860567,-1.167
0.8549740311626048,-1.169
0.8569716340391529,-1.169
0.858969236915701,-1.169
0.8609668397922492,-1.171
0.8629644426687973,-1.171
0.8649620455453455,-1.171
0.8669596484218937,-1.169
0.8689572512984418,-1.169
0.87095485417499,-1.168
0.872952457051538,-1.167
0.8749500599280862,-1.167
0.8769476628046343,-1.167
0.8789452656811825,-1.169
0.8809428685577306,-1.169
0.8829404714342788,-1.169
0.8849380743108269,-1.169
0.8869356771873751,-1.171
0.8889332800639232,-1.171
0.8909308829404713,-1.169
0.8929284858170194,-1.173
0.8949260886935676,-1.174
0.8969236915701158,-1.174
0.8989212944466639,-1.173
0.9009188973232121,-1.173
0.9029165001997602,-1.172
0.9049141030763084,-1.175
0.9069117059528565,-1.171
0.9089093088294046,-1.169
0.9109069117059527,-1.17
0.9129045145825009,-1.171
0.914902117459049,-1.177
0.9168997203355972,-1.175
0.9188973232121453,-1.173
0.9208949260886935,-1.176
0.9228925289652417,-1.174
0.9248901318417898,-1.175
0.9268877347183379,-1.177
0.928885337594886,-1.177
0.9308829404714342,-1.175
0.9328805433479823,-1.173
0.9348781462245305,-1.179
0.9368757491010786,-1.181
0.9388733519776268,-1.183
0.9408709548541749,-1.187
0.9428685577307231,-1.183
0.9448661606072711,-1.178
0.9468637634838193,-1.177
0.9488613663603674,-1.18
0.9508589692369156,-1.179
0.9528565721134638,-1.177
0.9548541749900119,-1.176
0.9568517778665601,-1.179
0.9588493807431082,-1.179
0.9608469836196564,-1.177
0.9628445864962044,-1.179
0.9648421893727526,-1.181
0.9668397922493007,-1.183
0.9688373951258489,-1.181
0.970834998002397,-1.175
0.9728326008789452,-1.173
0.9748302037554933,-1.175
0.9768278066320415,-1.179
0.9788254095085895,-1.179
0.9808230123851377,-1.181
0.9828206152616858,-1.185
0.984818218138234,-1.185
0.9868158210147822,-1.183
0.9888134238913303,-1.183
0.9908110267678785,-1.183
0.9928086296444266,-1.181
0.9948062325209748,-1.183
0.9968038353975228,-1.181
0.998801438274071,-1.178
1.0007990411506191,-1.177
1.0027966440271674,-1.177
1.0047942469037154,-1.177
1.0067918497802635,-1.177
1.0087894526568117,-1.175
1.0107870555333598,-1.175
1.012784658409908,-1.173
1.014782261286456,-1.169
1.0167798641630044,-1.169
1.0187774670395524,-1.17
1.0207750699161007,-1.177
1.0227726727926487,-1.185
1.0247702756691968,-1.183
1.026767878545745,-1.179
1.028765481422293,-1.179
1.0307630842988413,-1.177
1.0327606871753894,-1.178
1.0347582900519376,-1.178
1.0367558929284857,-1.173
1.038753495805034,-1.173
1.040751098681582,-1.177
1.04274870155813,-1.175
1.0447463044346783,-1.175
1.0467439073112264,-1.177
1.0487415101877746,-1.177
1.0507391130643227,-1.177
1.052736715940871,-1.177
1.054734318817419,-1.174
1.0567319216939672,-1.179
1.0587295245705153,-1.177
1.0607271274470633,-1.176
1.0627247303236116,-1.177
1.0647223332001596,-1.173
1.066719936076708,-1.175
1.068717538953256,-1.175
1.0707151418298042,-1.178
1.0727127447063523,-1.179
1.0747103475829005,-1.176
1.0767079504594486,-1.177
1.0787055533359966,-1.177
1.0807031562125449,-1.177
1.082700759089093,-1.174
1.0846983619656412,-1.175
1.0866959648421892,-1.179
1.0886935677187375,-1.179
1.0906911705952855,-1.18
1.0926887734718338,-1.179
1.0946863763483818,-1.177
1.0966839792249299,-1.173
1.0986815821014781,-1.173
1.1006791849780262,-1.171
1.1026767878545745,-1.171
1.1046743907311225,-1.173
1.1066719936076708,-1.177
1.1086695964842188,-1.183
1.110667199360767,-1.182
1.1126648022373151,-1.18
1.1146624051138632,-1.184
1.1166600079904114,-1.181
1.1186576108669595,-1.176
1.1206552137435077,-1.178
1.1226528166200558,-1.181
1.124650419496604,-1.179
1.126648022373152,-1.18
1.1286456252497001,-1.181
1.1306432281262484,-1.185
1.1326408310027964,-1.179
1.1346384338793447,-1.177
1.1366360367558928,-1.182
1.138633639632441,-1.18
1.140631242508989,-1.179
1.1426288453855373,-1.179
1.1446264482620854,-1.178
1.1466240511386334,-1.178
1.1486216540151817,-1.177
1.1506192568917297,-1.177
1.152616859768278,-1.181
1.154614462644826,-1.178
1.1566120655213743,-1.176
1.1586096683979223,-1.177
1.1606072712744706,-1.175
1.1626048741510187,-1.173
1.1646024770275667,-1.171
1.166600079904115,-1.171
1.168597682780663,-1.173
1.1705952856572113,-1.173
1.1725928885337593,-1.174
1.1745904914103076,-1.171
1.1765880942868556,-1.174
1.178585697163404,-1.178
1.180583300039952,-1.177
1.1825809029165,-1.179
1.1845785057930482,-1.177
1.1865761086695963,-1.175
1.1885737115461446,-1.173
1.1905713144226926,-1.173
1.1925689172992409,-1.169
1.194566520175789,-1.167
1.1965641230523372,-1.165
1.1985617259288852,-1.159
1.2005593288054333,-1.164
1.2025569316819815,-1.163
1.2045545345585296,-1.162
1.2065521374350778,-1.163
1.2085497403116259,-1.159
1.2105473431881741,-1.161
1.2125449460647222,-1.161
1.2145425489412705,-1.159
1.2165401518178185,-1.163
1.2185377546943665,-1.161
1.2205353575709148,-1.155
1.2225329604474628,-1.152
1.2245305633240111,-1.145
1.2265281662005592,-1.143
1.2285257690771074,-1.141
1.2305233719536555,-1.135
1.2325209748302037,-1.134
1.2345185777067518,-1.127
1.2365161805832998,-1.121
1.238513783459848,-1.117
1.2405113863363961,-1.113
1.2425089892129444,-1.111
1.2445065920894924,-1.111
1.2465041949660407,-1.11
1.2485017978425887,-1.108
1.250499400719137,-1.107
1.252497003595685,-1.109
1.254494606472233,-1.114
1.2564922093487814,-1.117
1.2584898122253294,-1.113
1.2604874151018777,-1.11
1.2624850179784257,-1.111
1.264482620854974,-1.11
1.266480223731522,-1.105
1.2684778266080703,-1.101
1.2704754294846183,-1.1
1.2724730323611664,-1.1
1.2744706352377146,-1.095
1.2764682381142627,-1.089
1.278465840990811,-1.084
1.280463443867359,-1.08
1.2824610467439073,-1.077
1.2844586496204553,-1.069
1.2864562524970036,-1.062
1.2884538553735516,-1.054
1.2904514582500997,-1.052
1.292449061126648,-1.046
1.294446664003196,-1.04
1.2964442668797442,-1.04
1.2984418697562923,-1.036
1.3004394726328405,-1.034
1.3024370755093886,-1.032
1.3044346783859369,-1.028
1.306432281262485,-1.028
1.308429884139033,-1.032
1.3104274870155812,-1.038
1.3124250898921292,-1.044
1.3144226927686775,-1.042
1.3164202956452256,-1.038
1.3184178985217738,-1.036
1.3204155013983219,-1.037
1.3224131042748701,-1.042
1.3244107071514182,-1.044
1.3264083100279662,-1.047
1.3284059129045145,-1.052
1.3304035157810625,-1.052
1.3324011186576108,-1.05
1.3343987215341588,-1.051
1.336396324410707,-1.054
1.3383939272872551,-1.056
1.3403915301638032,-1.058
1.3423891330403515,-1.063
1.3443867359168995,-1.067
1.3463843387934478,-1.069
1.3483819416699958,-1.073
1.350379544546544,-1.077
1.3523771474230921,-1.081
1.3543747502996404,-1.089
1.3563723531761884,-1.092
1.3583699560527365,-1.093
1.3603675589292847,-1.101
1.3623651618058328,-1.101
1.364362764682381,-1.101
1.366360367558929,-1.103
1.3683579704354774,-1.103
1.3703555733120254,-1.104
1.3723531761885737,-1.105
1.3743507790651217,-1.107
1.3763483819416698,-1.107
1.378345984818218,-1.113
1.380343587694766,-1.113
1.3823411905713143,-1.11
1.3843387934478624,-1.113
1.3863363963244106,-1.117
1.3883339992009587,-1.121
1.390331602077507,-1.125
1.392329204954055,-1.131
1.394326807830603,-1.133
1.3963244107071513,-1.132
1.3983220135836993,-1.138
1.4003196164602476,-1.149
1.4023172193367957,-1.153
1.404314822213344,-1.153
1.406312425089892,-1.155
1.4083100279664402,-1.157
1.4103076308429883,-1.159
1.4123052337195363,-1.163
1.4143028365960846,-1.167
1.4163004394726326,-1.17
1.4182980423491809,-1.177
1.420295645225729,-1.183
1.4222932481022772,-1.185
1.4242908509788252,-1.184
1.4262884538553735,-1.19
1.4282860567319215,-1.196
1.4302836596084696,-1.197
1.4322812624850179,-1.2
1.434278865361566,-1.201
1.4362764682381142,-1.198
1.4382740711146622,-1.199
1.4402716739912105,-1.203
1.4422692768677585,-1.204
1.4442668797443068,-1.204
1.4462644826208548,-1.202
1.4482620854974029,-1.204
1.4502596883739511,-1.205
1.4522572912504992,-1.206
1.4542548941270474,-1.208
1.4562524970035955,-1.209
1.4582500998801438,-1.21
1.4602477027566918,-1.21
1.46224530563324,-1.214
1.464242908509788,-1.214
1.4662405113863362,-1.214
1.4682381142628844,-1.212
1.4702357171394325,-1.21
1.4722333200159807,-1.212
1.4742309228925288,-1.214
1.476228525769077,-1.21
1.478226128645625,-1.208
1.4802237315221733,-1.21
1.4822213343987214,-1.209
1.4842189372752694,-1.21
1.4862165401518177,-1.21
1.4882141430283657,-1.21
1.490211745904914,-1.212
1.492209348781462,-1.214
1.4942069516580103,-1.218
1.4962045545345584,-1.22
1.4982021574111066,-1.218
1.5001997602876547,-1.219
1.5021973631642027,-1.221
1.504194966040751,-1.222
1.506192568917299,-1.224
1.5081901717938473,-1.222
1.5101877746703953,-1.226
1.5121853775469436,-1.244
1.5141829804234916,-1.253
1.51618058330004,-1.26
1.518178186176588,-1.269
1.520175789053136,-1.272
1.5221733919296843,-1.274
1.5241709948062323,-1.273
1.5261685976827806,-1.269
1.5281662005593286,-1.257
1.5301638034358769,-1.244
1.532161406312425,-1.231
1.534159009188973,-1.208
1.5361566120655212,-1.185
1.5381542149420693,-1.16
1.5401518178186175,-1.145
1.5421494206951656,-1.128
1.5441470235717139,-1.103
1.546144626448262,-1.081
1.5481422293248102,-1.054
1.5501398322013582,-1.028
1.5521374350779062,-1.0
1.5541350379544545,-0.966
1.5561326408310026,-0.918
1.5581302437075508,-0.849
1.5601278465840989,-0.771
1.5621254494606471,-0.693
1.5641230523371952,-0.607
1.5661206552137434,-0.53
1.5681182580902915,-0.467
1.5701158609668395,-0.407
1.5721134638433878,-0.35
1.5741110667199358,-0.294
1.576108669596484,-0.235
1.5781062724730321,-0.184
1.5801038753495804,-0.151
1.5821014782261285,-0.135
1.5840990811026767,-0.114
1.5860966839792248,-0.076
1.5880942868557728,-0.051
1.590091889732321,-0.048
1.5920894926088691,-0.039
1.5940870954854174,-0.033
1.5960846983619654,-0.034
1.5980823012385137,-0.042
1.6000799041150617,-0.051
1.60207750699161,-0.057
1.604075109868158,-0.078
1.606072712744706,-0.09
1.6080703156212544,-0.083
1.6100679184978024,-0.089
1.6120655213743507,-0.108
1.6140631242508987,-0.128
1.616060727127447,-0.162
1.618058330003995,-0.204
1.6200559328805433,-0.255
1.6220535357570913,-0.308
1.6240511386336394,-0.365
1.6260487415101876,-0.431
1.6280463443867357,-0.502
1.630043947263284,-0.569
1.632041550139832,-0.612
1.6340391530163803,-0.631
1.6360367558929283,-0.651
1.6380343587694766,-0.668
1.6400319616460246,-0.696
1.6420295645225726,-0.735
1.644027167399121,-0.765
1.646024770275669,-0.802
1.6480223731522172,-0.846
1.6500199760287653,-0.883
1.6520175789053135,-0.908
1.6540151817818616,-0.931
1.6560127846584098,-0.952
1.6580103875349579,-0.964
1.660007990411506,-0.977
1.6620055932880542,-0.996
1.6640031961646022,-1.014
1.6660007990411505,-1.029
1.6679984019176985,-1.042
1.6699960047942468,-1.052
1.6719936076707949,-1.06
1.6739912105473431,-1.067
1.6759888134238912,-1.075
1.6779864163004392,-1.081
1.6799840191769875,-1.087
1.6819816220535355,-1.095
1.6839792249300838,-1.101
1.6859768278066318,-1.105
1.68797443068318,-1.11
1.6899720335597281,-1.115
1.6919696364362764,-1.121
1.6939672393128244,-1.123
1.6959648421893725,-1.127
1.6979624450659208,-1.133
1.6999600479424688,-1.136
1.701957650819017,-1.141
1.703955253695565,-1.143
1.7059528565721134,-1.144
1.7079504594486614,-1.147
1.7099480623252097,-1.151
1.7119456652017577,-1.154
1.7139432680783058,-1.155
1.715940870954854,-1.155
1.717938473831402,-1.151
1.7199360767079503,-1.151
1.7219336795844984,-1.153
1.7239312824610467,-1.158
1.7259288853375947,-1.157
1.727926488214143,-1.159
1.729924091090691,-1.163
1.731921693967239,-1.163
1.7339192968437873,-1.163
1.7359168997203354,-1.163
1.7379145025968836,-1.165
1.7399121054734317,-1.163
1.74190970834998,-1.162
1.743907311226528,-1.163
1.745904914103076,-1.163
1.7479025169796243,-1.163
1.7499001198561723,-1.164
1.7518977227327206,-1.167
1.7538953256092686,-1.165
1.755892928485817,-1.161
1.757890531362365,-1.161
1.7598881342389132,-1.163
1.7618857371154613,-1.163
1.7638833399920093,-1.161
1.7658809428685576,-1.159
1.7678785457451056,-1.161
1.7698761486216539,-1.167
1.771873751498202,-1.165
1.7738713543747502,-1.163
1.7758689572512982,-1.165
1.7778665601278465,-1.164
1.7798641630043945,-1.164
1.7818617658809426,-1.163
1.7838593687574908,-1.158
1.785856971634039,-1.154
1.7878545745105872,-1.153
1.7898521773871352,-1.155
1.7918497802636835,-1.159
1.7938473831402315,-1.155
1.7958449860167798,-1.155
1.7978425888933278,-1.16
1.7998401917698759,-1.154
1.8018377946464241,-1.149
1.8038353975229722,-1.149
1.8058330003995204,-1.153
1.8078306032760685,-1.152
1.8098282061526167,-1.155
1.8118258090291648,-1.157
1.813823411905713,-1.155
1.815821014782261,-1.155
1.8178186176588091,-1.155
1.8198162205353574,-1.159
1.8218138234119055,-1.159
1.8238114262884537,-1.158
1.8258090291650018,-1.157
1.82780663204155,-1.157
1.829804234918098,-1.157
1.8318018377946463,-1.155
1.8337994406711944,-1.154
1.8357970435477424,-1.15
1.8377946464242907,-1.145
1.8397922493008387,-1.145
1.841789852177387,-1.145
1.843787455053935,-1.145
1.8457850579304833,-1.145
1.8477826608070314,-1.142
1.8497802636835796,-1.143
1.8517778665601277,-1.142
1.8537754694366757,-1.142
1.855773072313224,-1.141
1.857770675189772,-1.141
1.8597682780663203,-1.139
1.8617658809428683,-1.139
1.8637634838194166,-1.135
1.8657610866959646,-1.133
1.867758689572513,-1.134
1.869756292449061,-1.139
1.871753895325609,-1.138
1.8737514982021573,-1.131
1.8757491010787053,-1.129
1.8777467039552536,-1.125
1.8797443068318016,-1.124
1.8817419097083499,-1.125
1.883739512584898,-1.127
1.8857371154614462,-1.125
1.8877347183379942,-1.121
1.8897323212145423,-1.119
1.8917299240910905,-1.121
1.8937275269676386,-1.121
1.8957251298441868,-1.12
1.8977227327207349,-1.118
1.8997203355972831,-1.12
1.9017179384738312,-1.118
1.9037155413503795,-1.113
1.9057131442269275,-1.111
1.9077107471034755,-1.11
1.9097083499800238,-1.111
1.9117059528565719,-1.109
1.9137035557331201,-1.105
1.9157011586096682,-1.106
1.9176987614862164,-1.104
1.9196963643627645,-1.1
1.9216939672393127,-1.101
1.9236915701158608,-1.105
1.9256891729924088,-1.103
1.927686775868957,-1.099
1.9296843787455051,-1.096
1.9316819816220534,-1.091
1.9336795844986014,-1.086
1.9356771873751497,-1.087
1.9376747902516978,-1.091
1.939672393128246,-1.089
1.941669996004794,-1.084
1.943667598881342,-1.083
1.9456652017578904,-1.082
1.9476628046344384,-1.083
1.9496604075109867,-1.081
1.9516580103875347,-1.083
1.953655613264083,-1.081
1.955653216140631,-1.073
1.957650819017179,-1.075
1.9596484218937273,-1.077
1.9616460247702754,-1.075
1.9636436276468237,-1.073
1.9656412305233717,-1.069
1.96763883339992,-1.067
1.969636436276468,-1.066
1.9716340391530163,-1.062
1.9736316420295643,-1.056
1.9756292449061124,-1.056
1.9776268477826606,-1.058
1.9796244506592087,-1.058
1.981622053535757,-1.056
1.983619656412305,-1.048
1.9856172592888532,-1.042
1.9876148621654013,-1.04
1.9896124650419496,-1.042
1.9916100679184976,-1.04
1.9936076707950456,-1.032
1.995605273671594,-1.024
1.997602876548142,-1.02
1.9996004794246902,-1.018
2.0015980823012383,-1.017
2.0035956851777863,-1.015
2.005593288054335,-1.014
2.007590890930883,-1.012
2.009588493807431,-1.006
2.011586096683979,-1.004
2.013583699560527,-1.001
2.0155813024370755,-0.997
2.0175789053136235,-0.992
